"id";"property_type";"host_name";"accommodates";"bedrooms";"description"
24035495;Entire rental unit;Matthew;3;2;Beautiful floor thru condo in a historic Boston brownstone. Very comfortable home with a king bed in the master and a twin bed in the guest room. 1 full bathroom and fully applianced kitchen. The condo also has a gorgeous rear private patio area. Great location, walk to all the amazing South End restaurants and shops. Great parks very close by as well as public transportation.
24061454;Entire rental unit;Andre;2;2;Beautiful apt Fully Furnished with a confortable,bright two bedroom in Boston near everything
24079621;Entire rental unit;Mary;4;3;We are a 15-minute drive to Downtown Boston, Logan Airport, major Universities, historical sites like Castle Island, the beach, museums, State Parks, and major shopping malls. It is easily accessible by trains or buses (5-minute walk and a 15-minute train ride to Downtown Boston). Steps away from local restaurants, cafes, bakeries, and markets on the main street.  Free on-street parking.<br /><br /><b>The space</b><br />Clean and Cozy, this unit is on the third floor of a classic New England Victorian home with a pitched roof.  One side of each room has a slanted ceiling. It has a center entry hallway WITHOUT A TRADITIONAL LIVING ROOM. We utilize this area as a lounge.<br /><br /><b>Guest access</b><br />Entire Private 3rd floor apartment.<br />Rear Entry Area Reserved for other Tenants ( Please Use Front Entrance)<br /><br /><b>Other things to note</b><br />Our Victorian house was built in the late 1800's. It is the only type of its kind still remaining on this block.<br /><br />The u
24080196;Private room in rental unit;Kexi & Anthony;2;NULL;My house locates outside the Savin Hill station (Red line ). Perfect location to stay if you would like to visit Boston by subway.<br /><br /><b>License number</b><br />Exempt: This listing is a unit used for furnished institutional or business stays
24087726;Private room in rental unit;Kexi & Anthony;2;NULL;My house locates outside the Savin Hill station (Red line ) . Perfect location to stay if you would like to visit Boston by subway .<br /><br /><b>License number</b><br />STR-416108
24090510;Private room in rental unit;Kexi & Anthony;2;NULL;My house locates outside the Savin Hill station (Red line ) . Perfect location to stay if you would like to visit Boston by subway .<br /><br /><b>License number</b><br />STR-416108
24094681;Entire rental unit;Drew;3;NULL;Spacious studio apartment in the heart of Back Bay. <br />Location:<br />2 min walk to Newbury Street- Prime Shopping, Restaurants and bars<br />5 min walk to Copley Sqaure<br />15 min walk to Boston Common/ faneuil hall area<br /><br />Accommodations:<br />There is 1 queen bed and an extremely large couch that can easily sleep an extra person. Can add a blow up mattress for additional cost if needed.<br /><br />Transportation:<br />6 Minute walk to Copley Station (Green line)<br />Under a 10 min walk to back bay T station (Orange Line)
24131246;Entire condo;Selim;3;NULL;Very Large Modern Studio Apartment. Steps To Commonwealth Ave and Subway To Downtown Boston, Cambridge, Harvard Sq, etc..
24168312;Entire condo;Michelle;4;NULL;Back Bay studio on Marlborough St.  Nicely decorated  apt on prestigious Marlborough St.   This apt is in a Back Bay brownstone with a bow window overlooking Marlborough St.    Walk to subway, Newbury St, Fenway Park, Boston Public Garden, Back Bay area, Beacon Hill, Downtown and all that Boston has to offer.<br />Apt has a queen murphy bed.  This apt does not come with a parking spot.    You would have to look online to rent a spot.  You really don't need a car in Boston.   The subway is close by.<br /><br /><b>Other things to note</b><br />Garbage is on the basement level.
24219094;Entire home;Barry;6;4;Spacious, bright & Dog Friendly (additional fee), 4 bedroom home on beautiful street steps away from Jamaica Pond, Arnold Arboretum, Franklin Park Zoo, Shops, Restaurants & Public Transportation. Close to Fenway Park & Hospital District including Children's, Dana Farber, Beth Israel & Brigham & Womens.  Safe location on quiet road in a neighborhood with endless activities for all ages. Comfortable & convenient home base for a relaxing getaway or discovering Boston. Driveway for 3 cars.<br /><br /><b>The space</b><br />It is a very private home with a deck that over looks the Arnold Arboretum. Here there are many trails great for both walking and running.<br /><br /><b>Guest access</b><br />Entire house. There are 2 bedrooms upstairs, one on the main floor and 1 in the basement.<br /><br /><b>License number</b><br />STR-416154
24261049;Entire home;Victor;6;3;Cozy place 15 Minutes from Downtown Boston / Sea Port<br /><br /><b>License number</b><br />STR-460948
24265005;Entire rental unit;Marianne;4;4;Sunny second floor in the heart of Jamaica Plain. Two lovely bedrooms (both with window AC), full dining room, eat-in kitchen, large living room, 1 bathroom with claw foot tub/shower.  Laundromat is at end of block. Friendly critters have 24 hour access to tree-covered fenced in yard. <br />Home located 1 short block from 39 bus route or short walk to Orange Line stations. Area is surrounded by fantastic restaurants. 2 blocks from Arnold Arboretum. Parking available in driveway for one car.<br /><br /><b>The space</b><br />Artist owned, decor is eclectic/playful.<br /><br /><b>Guest access</b><br />Guests have access to shady, fenced in back-yard.  Patio seating with gas grill. Third floor is also rented via ari bnb so please be mindful  with noise and access only your own 2nd floor stairwell (yellow and white door) and do not enter the back stairwell which leads up top the in law init.  If you have a dog, please make sure that all house dogs  meet on leash first. There is also a dog (
24277032;Entire condo;Michelle;4;1;One bedroom in the North End-1 minute walk to Hanover St-Bostons' Little Italy.   Double pullout in the living room.   Nicely decorated.  Great apt in a awesome location.<br /><br /><b>Guest access</b><br />Guests will have access to the whole apt.  This is not a shared space.
24324950;Private room in rental unit;Doug;2;NULL;Large room with ensuite bathroom on 19th floor of luxury apartment building. Incredible views of both the Financial District and the Back Bay. 5 min walk to Downtown Crossing, Whole Foods, Boston Common. Two clean, quiet, professional roommates. <br /><br />Available from May-August/September<br /><br />Features:<br /><br />- Large bedroom, some furniture (no bed)<br />- Large ensuite bathroom<br />- Walk-in Closet<br />- Washer/dryer in the apartment <br />- Fully equipped gym with yoga studio, bike storage in the building
24325336;Entire rental unit;Michelle;2;NULL;Stay in the heart of the city.  Beacon Hill studio apartment tastefully decorated.  Walk to Mass General, Mass Eye & Ear, Subway, Back Bay, Downtown, North End, Faneuil Hall and much more.<br />The subway is within a 2-3 minute walk.   This apt is centrally located and walking distance to numerous restaurants, cafes, shops, transportation.<br />No pets are allowed<br /><br /><b>The space</b><br />The bed has been replaced with a queen murphy bed.<br /><br /><b>Guest access</b><br />Guest have 100% sole access to the apt.  This is not a shared apt.<br /><br /><b>Other things to note</b><br />NO pets are allowed
24347267;Private room in home;Ken;2;NULL;Our home is a 3000-square-foot Victorian farmhouse built in 1893 in a quiet neighborhood  only a short walk from great restaurants, shopping, and public transportation.  If you are a traveling professional, clinician, or academic, consider making our home your home away from home!  <br /><br />All-inclusive pricing!  We do not charge cleaning or other fees.<br /><br /><b>The space</b><br />This is a large and comfortable room.  It has southern and eastern exposures, and is bright and sunny.<br /><br /><b>Guest access</b><br />You will have access to the common areas which include the living room, dining room, and kitchen on the first floor, and laundry room on the second floor.  The shared bath is also on the second floor.<br /><br /><b>During your stay</b><br />We are friendly and outgoing and will help you in any way that we can, but we will also give you your space.<br /><br /><b>Other things to note</b><br />Parking may be available in our driveway, and there is almost always safe 
24356120;Entire rental unit;Leo;2;1;Charming 3rd-floor on a leafy street atop Metropolitan Hill in Roslindale.  Perfect for 1-2 people seeking quiet stay.  Bedroom with queen size bed and skylight.  LR with couch for sitting and reading, and a smart TV.  Kitchen includes fridge, microwave, induction cooker, and toaster (not a full kitchen).  Laundry in basement.  Walk to nearby park, farmer's market, first-class bakery and restaurants. Free on-street parking.<br /><br /><b>The space</b><br />Quiet, charming apartment with lots of privacy and character.<br /><br /><b>Other things to note</b><br />* Skylight in the Bedroom not to be opened.<br />* Guests are responsible for taking their own trash/recycling to curb.<br />* Composting optional.<br />* No parking in Driveway
24378766;Entire rental unit;Kj;3;1;Wonderful location - just next to Boylston Station - situated in the downtown Theatre District close to Chinatown & South Station - easy walk through the park to reach shopping and historical tourist spots<br /><br /><b>The space</b><br />Beautiful modern one-bedroom with a view of the Boston Common Park - located in the downtown district bordering the Theatre District with its amazing nightclubs, theaters, and other venues. Chinatown is behind the building if you fancy some authentic Chinese cuisine. The home includes an entry way, kitchen, living room, bathroom, bedroom, and ceiling to floor windows for a great view and lots of sunlight. Laundry is available in the basement - you can purchase a card, add money, and do your laundry if necessary - utilities and wifi included - The location is perfect: just next to Boylston Station - there are countless cafes, bars, and restaurants in the neighborhood<br /><br /><b>Guest access</b><br />You'll have access to:<br />-kitchen <br />-bathro
24401790;Entire condo;Francisco;2;1;Five minutes walking distance to subway station. A newly renovated 2 family victorian home which is located in a very diverse neighborhood where you can Walk to cafes, restaurants and parks. Neighborhood is a bike friendly and very close to Zip car. The room is very clean, comfortable and modern The Kichen and bathroom are also located on the same level, which is completely private and the shower stall is approx 3 feet x 4.5 feet. This private bedroom has a separate and convenient access/ exit.<br /><br /><b>The space</b><br />There is a patio on the garden level which guest can use. There are 7 steps from the street level to the front of the house.<br />14 steps from main level to the lower level.<br />7 steps on the rear egress from lower level to the patio area in the rear of the house.<br /><br /><b>Guest access</b><br />There is a patio in the back of the house with a couple of tables and chairs that are designated for the first floor apartment, where they can smoke or grill if th
24412927;Entire home;Richmond;4;2;My home is located in the ethnically diverse community of Mattapan, and is approximately 1.5 miles away from the bustling and trendy neighborhood of Lower Mills in Dorchester. Walking distance to both the Commuter Rail train at Morton St. and the Red Line train at Mattapan Sq., you can be in downtown Boston in less than an hour. My cozy colonial home is close to parks and green spaces, and has all the creature comforts that one has come to expect from modern living.<br /><br /><b>The space</b><br />The entire space, including two full bedrooms, 1.5 bathrooms, an office, kitchen, living room and dining room are available for your use. There are televisions on both floors and lots of movies (for children and adults) for your viewing entertainment, and there is also Netflix and Amazon Prime available.<br /><br /><b>Guest access</b><br />The entire home is available for your use. I have a few personal belongings in the closets, though, there is plenty of additional room for your hanging ga
24471492;Private room in home;Joshua;4;NULL;Stay on the private top floor of a unique Victorian home in one of the most historic and charming neighborhoods in Boston.<br /><br /><b>The space</b><br />Two spacious bedrooms and your own private bathroom appointed with clean, comfortable amenities.<br /><br /><b>Guest access</b><br />You will have exclusive use of the third floor including your spacious bedrooms and your spa-inspired bathroom.<br /><br /><b>During your stay</b><br />My partner Hammad and I live on the second floor of the house and will be around in the mornings and evenings. We'll probably cross paths as you pass through the second floor and will be available if you want to talk or have any questions for us.<br /><br /><b>Other things to note</b><br />While the third floor is private, you'll need to walk through the second floor living space to get there. Guests will have access to a microwave and refrigerator space but will not be able to use the kitchen.<br /><br />Both hosts are fully vaccinated and comply with 
24484501;Entire rental unit;William;16;5;"We have 5 bedrooms with a total of  11 beds: 3 queen & 8 twin size; 2 sleeper sofas. 1 full couch Two full  bathrooms. Eat-in kitchen has fridge, stove, washer and dryer etc. Huge, bright living room with pool table, ping pong & darts. All above a great local Boston Irish bar with a full liquor license to serve until 2 a.m. It is a 2 minute walk to the Orange line T station & one T stop away from the TD Garden for Celtics, Bruins & concerts.  Check restrictions in mass when booking.<br /><br /><b>The space</b><br />Free Parking available   Please send us your licence plates and car type in advance. If it’s a rental from day of arrival just text licence plate when you pick up the vehicle.<br /><br /><b>Guest access</b><br />Combination lock and keyed deadbolt on front door.<br /><br /><b>Other things to note</b><br />The apartment is above a great bar, The Tavern at the End of the World. Please feel free to Google it for reviews.<br /><br /><b>License number</b><br />STR-414759"
24563107;Entire rental unit;Alex @ Bcohousing;5;2;Welcome to Boston! This modern building is situated in our lovely Charles River Park neighborhood, a quite outlet in Boston,  where you will find plenty of parks, groceries stores, shopping, river walks, subway stations... <br />Upon arriving to the building our 24/7 front desk will be ready to check you in to your apartment, if you are arriving by car there is small driveway to unload as well as bell carts. Inside the apartment you will find everything you need to enjoy a nice stay here in Boston.<br /><br /><b>The space</b><br />Nice comfortable space with large rooms, washer/dryer in suite, the building has a lot of amenities to offer with a 24 hour concierge, gym, lounge, tv room...<br /><br />Fast wifi 200 Mbps download<br /><br />Wonderfull views of charles river, view these links for full 360 walk through.<br /><br />Family Friendly Building and Neighborhood. <br /><br />Approx 1200 sqft<br /><br /><b>Guest access</b><br />☑ Wifi<br />☑ Featured TV Service<br />☑ Dedicated Phone
24598387;Entire condo;Greg;4;3;This beautiful townhouse is a 3 minute walk to the Andrew Square (subway) station that can take you to any where you want in Boston or the surrounding area. Museums, colleges, Fenway Park, TD Garden, the Common, Harvard Square, Faneuil Hall, Cape Cod, the Convention Center, Boston Harbor and various cruise ship terminals are many of the places you can visit. We are also a 15 min walk to Carson Beach.<br /><br />Although the place can sleep 6, we only allow 4 guests unless arrangements are made with host.<br /><br /><b>Other things to note</b><br />All members of our family have been immunized for Covid-19 along with booster shots for the two adults.  <br /><br />The cleaning procedures are in compliance with State, Local and Airbnb Covid-19 requirements.<br /><br /><b>License number</b><br />STR-518244
24598890;Private room in home;Althea;2;NULL;This is a private room on the second  level  with bathroom shared for 2  rooms.Very quiet and private <br />The home is 25mins to downtown by public transportation and 20 mins to airport by car<br />Walking distance to supermarket eateries and many more shopping areas<br />Most of the universities and colleges are within  45 minutes away JFK library and U Mass Boston  10 mins drive Carney hospital 10 minutes walk .We welcome students and long term guest.Plenty of street parking.Walk to bar and grills<br /><br /><b>The space</b><br />comfortable and quiet<br /><br /><b>Guest access</b><br />you have access to the living room kitchen and dinning room also outside<br />laundry and some cooking allowed to long term guest with permission<br /><br /><b>License number</b><br />STR-415974
24600107;Entire home;Charles;8;4;Our home is very new for Boston - built in 2011. The first level is open concept with plenty of space for cooking, eating, watching tv and hanging out! There is a master upstairs with a master bath,  a room with a bunk bed and another with a queen sized bed. There is a second queen bed in the finished basement, where there is also a half bath. We are steps from the Forest Hills train station (Orange Line, Commuter Rail, and busses), we have garage parking, and the house is set up for kids!<br /><br /><b>Guest access</b><br />The master closet will be locked, as well as a storage closet downstairs. We will provide a rolling clothes rack and hangers for your storage needs!<br /><br /><b>Other things to note</b><br />We have a crib with a mattress and linens that can be set up wherever needed for an additional $60/stay.<br /><br /><b>License number</b><br />STR-389183
24633212;Private room in home;Siena;3;NULL;Small yet functional room with garden and city views, in short walking distance to the Harvard/Longwood Medical Area.  Other nearby colleges and institutions include: MCPHS, Northeastern Univ., Wentworth, New England Conservatory, Berklee, Museum of Fine Arts, Fenway Park, Symphony Hall.  Green and Orange subway lines are a 5 minute walk away. The room is suitable for a single guest, but can accommodate up to three people in a narrow space.  Private refrigerator included.  License # STR-434886<br /><br /><b>License number</b><br />STR-434886
24644312;Shared room in home;Yanlin;1;NULL;Private Bedroom on 2/F in a 3B/1B house.  Hi-speed wifi，twin-size bed, desk, chair and lamp available. Bus line right next to the house by which 15 minutes to Forest hill T station and 8 minutes to West Roxbury train ststion. A few minutes walk to Star market and restaurants. 8 miles away to downtown Boston. 1/F is occupied by the owners, a young family with a poodle.The husband is professional working at Longwood Medical Area. Laundry is in the basement. Free street parking available.<br /><br /><b>The space</b><br />Bedroom<br />Bathroom<br /><br /><b>License number</b><br />STR-398131
24645479;Private room in home;Siena;4;NULL;Clean, sun-filled room, short walking distance to Harvard/Longwood Medical Area.  Also nearby: MCPHS, Northeastern U, Wentworth, NE Conservatory, Berklee, Museum of Fine Arts, Fenway Park, Symphony Hall.  Green and orange subway lines are a 5 minute walk away. The room is suitable for a single guest, but can accommodate up to four people if needed (one double bed fits 2 guests + option to add a double floor mattress for additional guests).  Private refrigerator included. License # STR-434886<br /><br /><b>License number</b><br />STR-434886
24647800;Private room in home;Siena;5;NULL;This is a very large room on the top floor with views of downtown Boston and Mission Hill.  Short walking distance to the Harvard/Longwood Medical Area.  Other nearby colleges and institutions include: MCPHS, Northeastern University, Wentworth, New England Conservatory, Berklee, Museum of Fine Arts, Fenway Park, and Symphony Hall.  Green and orange subway lines, and the 66 bus line to Harvard Square, are a 3-7 minute walk away. The room has a private bath and a refrigerator. License # STR-434886<br /><br /><b>License number</b><br />STR-434886
24749244;Entire rental unit;Maverick;2;1;The unit is stylishly designed for comfort, value and convenience. Centrally located on the line Boston’s Back Bay and South End. Quaint and chic are just 2 words to describe Boston’s South End neighborhood. In the past few years, the South End has grown to be one of Boston’s hottest neighborhoods built with families and young professionals in mind. Loaded with restaurants (some of the best in the city), art galleries, and boasting a modern industrial vibe, the South End is an ideal destination.<br /><br /><b>The space</b><br />Located on the 2nd floor, the studio has a private (not shared) bathroom located across the hall.  So, you have to leave the unit to access it.  There is an access code on the unit and bathroom which only the guest staying the the unit will have. Please note there is no elevator at this property.<br /><br />This unit is fully furnished a double bed, table with two chairs and accessorized kitchenette. The studio's kitchenette comes equipped with a mini fridge, mi
24756613;Private room in condo;Ken;4;NULL;"ONE LAST ROOM LEFT FOR A ""FEMALE"" TO SHARE WITH 3 OTHER FRIENDLY YOUNG LADIES!!!<br />One LARGE room and Perfectly located, 3 minutes walk to train for commute to Downtown, most Universities, South Station or Airport. Free pick up and drop off for 2 weeks stay. Comfortable and completely renovated apartment in the room with air conditioning and 1.5 baths and large living room and kitchen to help you feel at home. Off street parking!!<br /><br /><b>The space</b><br />Access to the Red Line Shawmut train station to commute to Downtown Boston, just a 3 minute WALK to station. It's very convenient to I93. <br /><br />*NO pets are welcome, maybe small small dog or cat...<br />*Washer and Dryer on premises!<br />*Lots of easy street parking! And 2 off street parking available!!<br />*No smoking, there a very large backyard where you can have privacy and away from the porch where you can smoke!!!<br /><br /><b>Guest access</b><br />There is a coin operated washer and dryer in a well lit and s"
24783227;Entire guest suite;Jessica;2;1;"Charming sunny private suite with private kitchen , private bathroom, in historic house near subway in safe area, 15 minutes by subway to financial center, walk to subway station,  beach.  Three sunny windows,  high ceilings, study alcove window faces ocean. Private corridor with lovely stained glass window leads to  fully-equipped kitchenette. Private bathroom with colored-glass decoration& tiling.  WIFI, towels, furniture provided--the bed is like sleeping on a cloud! STR443035<br /><br /><b>The space</b><br />Charming Victorian  home on Jones Hill, in a safe part of Boston located just west of Savin Hill, which is our closest subway stop--we are only 10 minutes walk to the safe and reliable Red Line.  The Red Line will take you to the financial, theatrical and historic and districts of Boston in 15 minutes, including JFK Museum, UMass Boston, the Financial district and Chinatown, the theatre district, MGH, and the Freedom Trail; Harvard Square is on the same subway line.  We are onl"
24845439;Private room in rental unit;Booker;2;1;Guest will have access to my three bedroom apartment. Almost never home so there will will be lots of privacy. If you enjoy TV, Netflix and local channels and WIFI internet access is available. Full access to kitchen, (2) bathrooms and living room space and all common areas. The MBTA is only a ten minutes walk to the Stony Brook T stop. Ride-share access to downtown Copley, Prudential areas approx. 20 min. or less drive.   Street parking is normally available for free  each day.<br /><br /><b>License number</b><br />STR-414138
24865433;Entire rental unit;Alex @ Bcohousing;5;2;Welcome to Boston! This modern building is situated in our lovely Charles River Park neighborhood, a quite outlet in Boston,  where you will find plenty of parks, groceries stores, shopping, river walks, subway stations... <br />Upon arriving to the building our 24/7 front desk will be ready to check you in to your apartment, if you are arriving by car there is small driveway to unload as well as bell carts. Inside the apartment you will find everything you need to enjoy a nice stay here in Boston.<br /><br /><b>The space</b><br />Nice comfortable space with large rooms, washer/dryer in suite, the building has a lot of amenities to offer with a 24 hour concierge, gym, lounge, tv room...<br /><br />washer/dryer in suite<br /><br />Family Friendly Building and Neighborhood. <br /><br />Approx 1200 sqft<br /><br /><b>Guest access</b><br />☑ Wifi<br />☑ Featured TV Service<br />☑ Dedicated Phone <br />☑ Housewares, Kitchenware <br />☑ Cooking Utensils<br />☑ Bathroom Essentials<br />☑ Devi
24909410;Entire rental unit;Muzammil;4;2;Enjoy staying at one of the most beautiful buildings in Boston, very close to public transportation and the green line subway, restaurants, bars and few steps from downtown Boston. This apartment is perfect for attending the concerts or sporting events at the TD Garden. Enjoy the view of Charles river from your living room on the 23rd floor, enjoy the amazing gym on the 2nd floor and don’t forget to get your free coffee from the great coffee machine on the 2nd floor.<br /><br /><b>Guest access</b><br />Full apartment is at your disposal, Enjoy!<br /><br /><b>Other things to note</b><br />Internet/WiFi is available, password will be given during check in instructions via email or text, No cable TV available.
24944930;Private room in rental unit;Lance And Shelly;1;NULL;"A tiny ""bolthole"" (think Tiny House size room!) But more important is a warm welcome in an historic Boston home. Common space shared w/ other guests - hosts live downstairs PERFECT for a pre-flight overnight, late night arrival, or a safe base to explore all that Boston offers!    NO CLEANING FEE!!<br />100 yards to subway, 7 minutes to/from Logan airport, 10 mins. to downtown Boston-- PERFECT place for an AIRPORT STOP-OVER<br />Free On-street Parking!<br />FULL USE kitchen<br />Check-in time- 2PM <br />Bag Drop & Store<br /><br /><b>The space</b><br />NO CLEANING FEES ADDED!<br />Guests must have reviews to book.<br />We provide TRANSPORT TO and FROM Logan airport- for an ADDITIONAL FEE.<br />Our large Full Use kitchen has all the amenities you need!<br />The apartment is located on the 2nd floor, up one flight of stairs.<br />Free and Safe on-street parking!<br />Bags stored before and after!<br /><br />ENHANCED CLEANING--During this difficult time, we recognize the need for all of u"
24946602;Entire rental unit;Brittany;3;1;This special place is located close to the center of Boston. Very close to Fenway, Downtown, Universities/colleges, and Major Hospitals making it easy to plan your visit.<br /><br /><b>License number</b><br />STR-476416
24965806;Entire rental unit;Riverside;3;NULL;"Stunning, bright, architect-designed studio + apartment close to MIT in the heart of Back Bay in amazing location. Washer/dryer in unit. Fully equipped kitchen. Full bed + sofa bed. Shower in bathroom. Half-block from the Charles River Esplanade.(STR391275)<br /><br /><b>The space</b><br />The unit is a studio apartment, but the sleeping area has been designed to provide a level of privacy. Although the apartment is lovely, the location makes the unit really special. Just across the bridge from MIT, it is also just a 7-minute walk to Newbury Street, Boston's most elegant shopping and café  street. It is also not far from Boston University and Fenway.<br /><br /><b>Guest access</b><br />The entire unit is available.<br /><br /><b>Other things to note</b><br />In light of the Coronavirus situation, we want to reassure you that we disinfect according to CDC recommendations:<br />""For disinfection, a list of products with Environmental Protection Agency (EPA)-approved emerging viral pathog"
24969609;Entire rental unit;Wenqi;4;2;Cozy Beautiful Two bedroom Apt in Boston.  All of the conveniences of what Boston has to offer, but tucked in a quiet neighborhood with beautiful lake and plenty of green fields. The location is: Fun, Convenient, Quiet, Inexpensive, & Clean. We have fresh, new linens for the queen sized bed. This is a great place for group travel (4 people max), a quiet business trip, or any kind of private getaway. This truly is a great place to stay.<br /><br /><b>The space</b><br />Highlights<br />Private entire apt for group travellers or vacation seekers in a quiet section of the Chestnut hill neighborhood of Boston. Includes two new queen size beds, free wi-fi, fan, new closet for clothing, desk/chair and use of the kitchen and bathroom. There is also a private outdoor pool accessible by only residents in this apartment. <br /><br />Resources within walking distance are: Green Line (B, C, D) stops, CVS, Wholefoods, Trader Joe's, 7/11, Starbucks, liquor store, Chestnut hill mall, and a good mix of
24971621;Private room in home;Yanlin;4;NULL;Newly finished modern basement in the house located at Boston urban. It has private entry, private bedroom, living room and 3/4 bathroom. High-speed wifi, queen-size bed, full-size futon, refrigerator and microwave available.<br /><br /><b>The space</b><br />Private entry<br />Private bedroom<br />Living space<br />3/4 bathroom<br />Kitchenette with refrigerator and microwave, but no stove or oven for cooking.<br />Queen-size bed and full-size convertible futon for maximum of 4<br />Pack-n-play is available for a little one<br />Laundry is in the basement and shared with us<br /><br /><b>Guest access</b><br />The private entry of the basement is on the backyard. The backyard is shared with us.<br /><br /><b>During your stay</b><br />We will keep to ourselves unless you need anything or opportunity comes to enjoy each others company in the shared backyard.<br /><br />We are on the property upstairs in the house. We do laundry once or twice a week and will only access the laundry space i
24992422;Entire condo;Katherine And Dan;4;1;Featured in Boston Design Guide.  Luxurious full floor condo in the historic and charming gaslight district of Boston's Charlestown section.  Steps to Bunker Hill Monument and 1.5 miles from Encore Casino.  Brand new kitchen with high end copper finishes, new appliances.  HD Smart TV with cable, movie, streaming.  Queen size memory foam mattress, walk in closet, comfy pullout couch, full bathroom w/ newly tiled standing shower, washer/dryer and hotel-like amenities (shampoo, soap, etc.).<br /><br /><b>The space</b><br />It was important to us to preserve the historic feel of the home while updating it with modern amenities for maximum comfort.  Guests enjoy the benefits of a home with a fully stocked kitchen, washer/dryer, walk in closet, 65 inch curved TV with full cable/movie/sports channels, front and back door keypad entry and reliable Wifi, while having hotel amenities such as individual bottles of shampoo, conditioner, body lotion, toothbrush, toothpaste, etc.<br /><br /><b>Guest
25025114;Private room in condo;Ken;3;NULL;"4 bedrooms 1 and half bathrooms available in a gorgeous and luxurious condo with air conditioning. This will be completely renovated condo by with brand new cabinet in kitchen and bathrooms including stainless steel top of the line kitchen appliances and Hardwood floors all throughout; NEW KITCHEN & NEW 1.5 BATHS.. And also this 1200 square feet condo features a SEPARATED LIVING ROOM/DINING ROOM... Both front and back porch with a large back yard, and directly across from a beautiful large children's playground...<br /><br /><b>The space</b><br />*Very Convenient Access to the Red Line Shawmut train station to commute to Downtown Boston, just a 3 minute WALK to station. It's very convenient to I93. <br /><br />*NO pets are welcome, maybe small small dog or cat...<br />*Washer and Dryer on premises!<br />*Lots of easy street parking! And 2 off street parking available!!<br />*No smoking!!!<br /><br /><b>Guest access</b><br />There is a coin operated washer and dryer in a well lit and sp"
25158106;Entire serviced apartment;Global Luxury;5;2;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />-Luxurious decor, high ceilings, and large windows<br />-Modern kitchen with stainless steel appliances<br />-Hotel-style lobby, fitness center, and 24-hour concierge<br />-Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windo
25266010;Private room in condo;Jill;3;NULL;"5 MINUTES walk to Subway train station starting from  Boston College, passing Boston University, Kenmore,  and other stops, straight to DOWNTOWN Boston(Park Street).<br /><br />Check - in : 4:00pm - 9:00pm (before 4:pm or after 9:00pm please notify the host the sooner the better)<br />Check - out : 11:00am<br /><br /><b>The space</b><br />Transportation: Boston college is final stop of B line, straight to Park Street(downtown Boston), you can switch to Red Line, Orange Line underground very easily without existing the gate (I also think there is no extra charge by switching to different line of Subway there)<br /> Link of Boston Public Transportation: https://www.mbta.com/<br /><br />Room: Private room and private bathroom. Shared living area and kitchen with other two tenants. <br /><br />Environment : Golf course outside 2 minutes walk to the gate,  Boston College Lake is beautiful for after dinner walk or morning run.  <br />Link of Golf Course: http://sterlinggolf.com/newton/galler"
25284439;Entire serviced apartment;Global Luxury;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />-Luxurious decor, high ceilings, and large windows<br />-Modern kitchen with stainless steel appliances<br />-Hotel-style lobby, fitness center, and 24-hour concierge<br />-Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windo
25324358;Private room in rental unit;Ikem;1;NULL;"This ""small"" room is a quiet clean affordable getaway spot designed to make the weary traveler feel at home !"
25326962;Private room in townhouse;Claire;2;NULL;"Welcome to stay in our newly-renovated, fully-furnished, fully-equipped space. Our house is located in a very safe area only 0.1 mile to Maverick T stop which takes you to downtown financial district or airport in less than 5mins, Fenway, Boston Convention Center or Cambridge in around 20mins;  great neighborhood, 2mins walk to amazing Boston waterfront, bike sharing around the corner!!<br />Enjoy your own private clean and comfortable room!<br /><br /><b>The space</b><br />Queen size bed with private fridge.<br /><br /><b>Guest access</b><br />You'll have your private room with lock and share the bathrooms, kitchen and sitting room with other guests : )<br /><br /><b>During your stay</b><br />I usually work late in the office but I am always available on aribnb message if you have any questions.<br /><br /><b>Other things to note</b><br />I live with my dog downtairs. This room might get some noise from the street.<br /><br /><b>License number</b><br />STR-398959"
